"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 24 16:07:36 GMT 2021","Tue Aug 24 16:07:38 GMT 2021","2353","testproject","test_feladat1","TestFeladat1","","","test_hogwards",""
"passed","Tue Aug 24 16:07:38 GMT 2021","Tue Aug 24 16:07:41 GMT 2021","2877","testproject","test_feladat2","","","","test_salestax",""
